title,publication_date,source,country,summary,url,language
UN warns of massive cyberscams spreading across the world,N/A,DW (Germany),Germany,"Crime syndicates have made billions scamming victims in Asia and are now expanding their operations to Africa, Europe, South America and further, according to a UN report.",https://www.dw.com/en/un-warns-of-massive-cyberscams-spreading-across-the-world/a-72304457?maca=en-rss-en-all-1573-rdf,en
US: Stocks and dollar slide as Trump attacks Federal Reserve,N/A,DW (Germany),Germany,Key Wall Street indexes slid to one-week lows after President Trump repeated criticism of Federal Reserve chair Jerome Powell. The US dollar was also down with the US and China seemingly set to continue their trade war.,https://www.dw.com/en/us-stocks-and-dollar-slide-as-trump-attacks-federal-reserve/a-72304452?maca=en-rss-en-all-1573-rdf,en
How and where will Pope Francis be buried?,N/A,DW (Germany),Germany,"In the last two years of his life, Pope Francis became preoccupied with the rites and rituals surrounding his funeral. What he's determined for his burial breaks with years of tradition.",https://www.dw.com/en/how-and-where-will-pope-francis-be-buried/a-72304200?maca=en-rss-en-all-1573-rdf,en
World Economic Forum chairman Klaus Schwab steps down,N/A,DW (Germany),Germany,Klaus Schwab has led the WEF — the organization behind the prestigious Davos conference — for over 50 years. But Schwab's life work has also been criticized as a symbol of the elites' detachment from ordinary people.,https://www.dw.com/en/world-economic-forum-chairman-klaus-schwab-steps-down/a-72303380?maca=en-rss-en-all-1573-rdf,en
Who will be the next pope after Francis?,N/A,DW (Germany),Germany,Speculation is already starting about most likely candidates to succeed Pope Francis as the next pontiff and pastoral leader of the world's 1.4 billion Catholics. The conclave of cardinals has the final say.,https://www.dw.com/en/who-will-be-the-next-pope-after-francis/a-72302123?maca=en-rss-en-all-1573-rdf,en
Sachsenhausen concentration camp: Nazi terror near Berlin,N/A,DW (Germany),Germany,"The Sachsenhausen concentration camp was liberated on April 22, 1945. Even now, the descendants of the victims are stepping up and adopting very important roles.",https://www.dw.com/en/sachsenhausen-concentration-camp-nazi-terror-near-berlin/a-72249553?maca=en-rss-en-all-1573-rdf,en
How do Indians navigate through misinformation on WhatsApp?,N/A,DW (Germany),Germany,"WhatsApp group chats in India often turn into forums for political debate, with misinformation running rampant. And touchy topics can cause rifts between friends and family.",https://www.dw.com/en/how-do-indians-navigate-through-misinformation-on-whatsapp/a-72301322?maca=en-rss-en-all-1573-rdf,en
"Pope Francis: World, religious leaders pay their respects",N/A,DW (Germany),Germany,Leaders from Asia to the Americas have paid tribute to Pope Francis following his death at the age of 88 on Easter Monday.,https://www.dw.com/en/pope-francis-world-religious-leaders-pay-their-respects/a-72300887?maca=en-rss-en-all-1573-rdf,en
"As 'Easter truce' ends, what next for Ukraine peace effort?",N/A,DW (Germany),Germany,"Putin's surprise 'Easter truce' has ended after just 30 hours. Zelenskyy has accused Russia of violating the ceasefire nearly 3,000 times. What was it really for?",https://www.dw.com/en/as-easter-truce-ends-what-next-for-ukraine-peace-effort/a-72300666?maca=en-rss-en-all-1573-rdf,en
What happened to Germany's peace movement?,N/A,DW (Germany),Germany,"Thousands in Germany jave joined traditional Easter peace marches — but the heyday of the country's peace movement seems long gone, as the government prepares to re-arm. What happened?",https://www.dw.com/en/what-happened-to-germany-s-peace-movement/a-72274815?maca=en-rss-en-all-1573-rdf,en
Did Francis live up to promise as 'pope of the poor'?,N/A,DW (Germany),Germany,"Pope Francis slammed capitalism and ecological destruction, washed the feet of incarcerated youth and preached tolerance. But Latin America's first pontiff didn't fulfill all expectations in the Global South.",https://www.dw.com/en/did-francis-live-up-to-promise-as-pope-of-the-poor/a-65851891?maca=en-rss-en-all-1573-rdf,en
"Francis, a pope both conservative and unconventional",N/A,DW (Germany),Germany,"Pope Francis led the Catholic Church for 12 years. The first Latin American in the office was as much a pastor as a pope, traditional as well as open to change. But he did not fulfill the many hopes for reform.",https://www.dw.com/en/francis-a-pope-both-conservative-and-unconventional/a-72298106?maca=en-rss-en-all-1573-rdf,en
Ukraine: Putin will 'analyze' Zelenskyy ceasefire proposal,N/A,DW (Germany),Germany,"The Russian president says Moscow will consider a limited truce proposal suggested by Ukraine. Meanwhile, US President Trump says he is hopeful of a peace deal this week, without offering any specifics. DW has more.",https://www.dw.com/en/ukraine-putin-will-analyze-zelenskyy-ceasefire-proposal/live-72295513?maca=en-rss-en-all-1573-rdf,en
What happens if Trump trashes the AGOA pact?,N/A,DW (Germany),Germany,"African nations have enjoyed duty-free access to the US market for over two decades under the African Growth and Opportunity Act (AGOA), up for renewal in September. How prepared are they should Trump refuse to sign it?",https://www.dw.com/en/what-happens-if-trump-trashes-the-agoa-pact/a-72274345?maca=en-rss-en-all-1573-rdf,en
Germany: Police launch manhunt over Bad Nauheim killing,N/A,DW (Germany),Germany,"Two Turkish nationals, a man and his son-in-law, were killed in a town north of Frankfurt. Police believe a ""personal motive"" likely played in a role in the crime.",https://www.dw.com/en/germany-police-launch-manhunt-over-bad-nauheim-killing/a-72293695?maca=en-rss-en-all-1573-rdf,en
"Using tech, AI to make construction jobs appeal to women",N/A,DW (Germany),Germany,Female construction workers often say they like their jobs because they can accomplish something tangible. And yet not many women work in the industry. New technologies could help change that.,https://www.dw.com/en/using-tech-ai-to-make-construction-jobs-appeal-to-women/a-72110037?maca=en-rss-en-all-1573-rdf,en
"Pope Francis sits out Easter Mass, but greets crowd",N/A,DW (Germany),Germany,"The 88-year-old pope delegated the reading of the Easter Mass to a cardinal. Francis is recovering from double pneumonia, which left him fighting for his life in the hospital for a month.",https://www.dw.com/en/pope-francis-sits-out-easter-mass-but-greets-crowd/a-72291642?maca=en-rss-en-all-1573-rdf,en
How Orthodox Christians in Germany celebrate Easter,N/A,DW (Germany),Germany,"This weekend, Christians of all denominations are celebrating Easter. Orthodox Christians in Germany are grateful for that, and long for more.",https://www.dw.com/en/how-orthodox-christians-in-germany-celebrate-easter/a-72288070?maca=en-rss-en-all-1573-rdf,en
Munich's famous river surfing spot closed after accident,N/A,DW (Germany),Germany,The German city of Munich has closed its river surf wave known as the Eisbachwelle after a surfer was critically injured.,https://www.dw.com/en/munich-s-famous-river-surfing-spot-closed-after-accident/a-72290666?maca=en-rss-en-all-1573-rdf,en
Gunman kills two in central Germany — police,N/A,DW (Germany),Germany,"The shooting left two people dead in the town of Bad Nauheim, north of Frankfurt, with the suspect reportedly fleeing the scene.",https://www.dw.com/en/gunman-kills-two-in-central-germany-police/a-72290345?maca=en-rss-en-all-1573-rdf,en
Afghan footballer faces deportation from Germany,N/A,DW (Germany),Germany,"Nazima and Nazira Khairzad, sisters and athletes, fled Afghanistan and the Taliban in 2021 and built a family life in Germany. But now Nazira is facing deportation, and a second separation from her family.",https://www.dw.com/en/afghan-footballer-faces-deportation-from-germany/a-72283319?maca=en-rss-en-all-1573-rdf,en
Are electric motors the future of shipping?,N/A,DW (Germany),Germany,"Around the world, ships are increasingly turning to electric battery-powered motors as a way to reduce toxic, planet-heating emissions. But when it comes to crossing the oceans, it's not so easy.",https://www.dw.com/en/are-electric-motors-the-future-of-shipping/a-72276713?maca=en-rss-en-all-1573-rdf,en
Germany's Easter peace marches lament war-filled world,N/A,DW (Germany),Germany,"Scores of traditional pro-peace demonstrations are taking place in Germany during the holiday season, fueled by concerns over the EU's rearmament amid the Russian aggression in Ukraine.",https://www.dw.com/en/germany-s-easter-peace-marches-lament-war-filled-world/a-72288086?maca=en-rss-en-all-1573-rdf,en
Merz: My goal is to make Germany 'economically stronger',N/A,DW (Germany),Germany,"Presumptive next Chancellor Friedrich Merz vowed to modernize Europe's largest economy. He also said Germany would play a bigger role in the world, ""not loudly, but reliably — not arrogantly, but in partnership.""",https://www.dw.com/en/merz-my-goal-is-to-make-germany-economically-stronger/a-72287549?maca=en-rss-en-all-1573-rdf,en
Should Africa be worried about earthquakes?,N/A,DW (Germany),Germany,"Myanmar's deadly earthquake has raised alarms beyond Southeast Asia. In Africa, fault lines stretching across the continent pose serious risks, yet preparedness remains low.",https://www.dw.com/en/should-africa-be-worried-about-earthquakes/a-72260634?maca=en-rss-en-all-1573-rdf,en
Germany: Rochlitz supermarket stabbing leaves 2 injured,N/A,DW (Germany),Germany,"The motive for the attack, which occurred in the eastern state of Saxony, was not immediately clear. The suspect had been banned from the supermarket before the attack took place.",https://www.dw.com/en/germany-rochlitz-supermarket-stabbing-leaves-2-injured/a-72284065?maca=en-rss-en-all-1573-rdf,en
Tuberculosis: An ancient killer we can't seem to defeat,N/A,DW (Germany),Germany,We've been able to cure tuberculosis for decades. So why does the disease still kill more than 1 million people every year?,https://www.dw.com/en/tuberculosis-an-ancient-killer-we-can-t-seem-to-defeat/a-72275982?maca=en-rss-en-all-1573-rdf,en
Germany: Deutsche Bahn wants billions to modernize railways,N/A,DW (Germany),Germany,"Germany's next ruling coalition is eyeing huge investments in the country's aging infrastructure. Deutsche Bahn, the country's notoriously unreliable rail operator, says it needs €150 billion to improve the rail network.",https://www.dw.com/en/germany-deutsche-bahn-wants-billions-to-modernize-railways/a-72282890?maca=en-rss-en-all-1573-rdf,en
Fact check: Has the Easter bunny been renamed in Germany?,N/A,DW (Germany),Germany,"Some social media users, including at least one far-right German politician, are complaining that traditional chocolate ""Easter bunnies"" have been renamed and no longer reference the Christian celebration. So, have they?",https://www.dw.com/en/fact-check-has-the-easter-bunny-been-renamed-in-germany/a-72251422?maca=en-rss-en-all-1573-rdf,en
Ukraine updates: Trump says talks 'coming to a head',N/A,DW (Germany),Germany,"The US could ""take a pass"" on resolving the Ukraine war if any of the sides makes it too difficult, according to US President Donald Trump. An Australian man is due to stand trial for fighting for Ukraine. DW has more.",https://www.dw.com/en/ukraine-updates-trump-says-talks-coming-to-a-head/live-72281119?maca=en-rss-en-all-1573-rdf,en
Ukraine's deserters returning to the front,N/A,DW (Germany),Germany,"Ukrainian deserters were given until early March to rejoin their units without penalty. DW spoke with several about why they left, and why they're now returned.",https://www.dw.com/en/ukraine-s-deserters-returning-to-the-front/a-72276298?maca=en-rss-en-all-1573-rdf,en
Venice doubles entry fee for last-minute day-trippers,N/A,DW (Germany),Germany,Venice has reintroduced an entry charge for day travellers. Those planning a last-minute trip will need to pay twice the amount compared to 2024.,https://www.dw.com/en/venice-doubles-entry-fee-for-last-minute-day-trippers/a-72280171?maca=en-rss-en-all-1573-rdf,en
French program for US scientists draws flood of applicants,N/A,DW (Germany),Germany,"France's Aix-Marseille University offered a program for scientists ""threatened in their research"" in America. Europe is sensing an opportunity to attract talent as the Trump administration cuts funding to colleges.",https://www.dw.com/en/french-program-for-us-scientists-draws-flood-of-applicants/a-72279414?maca=en-rss-en-all-1573-rdf,en
"Ukraine updates: Ministers meet EU, US officials in Paris",N/A,DW (Germany),Germany,"Senior Ukrainian officials were in Paris to meet with delegations from the US and Europe to discuss a truce in the war in Ukraine, after at least six people were killed in Russian air strikes overnight. DW has more.",https://www.dw.com/en/ukraine-updates-ministers-meet-eu-us-officials-in-paris/live-72271848?maca=en-rss-en-all-1573-rdf,en
"After US talks, is Europe back in the game on Ukraine?",N/A,DW (Germany),Germany,"France heralded positive momentum after talks that brought together US, Ukraine and European officials in Paris. Further meetings could help Ukraine's European allies shape the course of peace negotiations with Russia.",https://www.dw.com/en/after-us-talks-is-europe-back-in-the-game-on-ukraine/a-72278916?maca=en-rss-en-all-1573-rdf,en
Poland: 'Hajnowka 5' on trial for aiding desperate refugees,N/A,DW (Germany),Germany,Polish activists gave food and clothes to a group of refugees before trying to smuggle them to safety. Now they are on trial and could face years in prison.,https://www.dw.com/en/poland-hajnowka-5-on-trial-for-aiding-desperate-refugees/a-72278407?maca=en-rss-en-all-1573-rdf,en
NASA digs up new clue in search for life on Mars,N/A,DW (Germany),Germany,"A scientific analysis of samples collected on the surface of Mars shows the red planet has evolved its own version of a carbon cycle. The cycle has helped to create life on Earth, but why not on Mars?",https://www.dw.com/en/nasa-digs-up-new-clue-in-search-for-life-on-mars/a-72262062?maca=en-rss-en-all-1573-rdf,en
Russia warns Germany against giving Ukraine Taurus missiles,N/A,DW (Germany),Germany,The comments from the Russian Foreign Ministry come after Germany's presumptive next Chancellor Friedrich Merz said he was open to delivering the long-range missiles to Ukraine.,https://www.dw.com/en/russia-warns-germany-against-giving-ukraine-taurus-missiles/a-72275970?maca=en-rss-en-all-1573-rdf,en
Russia: Why Kremlin no longer considers Taliban terrorists,N/A,DW (Germany),Germany,Russian authorities have removed the Taliban from their list of terrorist organizations. The Kremlin can now sign agreements with Afghanistan — and also improve its relations with the transitional government in Syria.,https://www.dw.com/en/russia-why-kremlin-no-longer-considers-taliban-terrorists/a-72268901?maca=en-rss-en-all-1573-rdf,en
Germans know next to nothing about their chancellor's health,N/A,DW (Germany),Germany,"Americans are kept up-to-date on how their president is doing and Donald Trump, they recently learned, is in tip-top shape. German chancellors are a lot less forthcoming. Fainting spells or depression are kept secret.",https://www.dw.com/en/germans-know-next-to-nothing-about-their-chancellor-s-health/a-72262516?maca=en-rss-en-all-1573-rdf,en
Bayern Munich's Kim Min-jae pushed beyond his limit,N/A,DW (Germany),Germany,"After Bayern Munich's exit to Inter in the Champions League quarterfinal, defender Kim Min-jae has come in for heavy criticism. But the defender's poor form is symptomatic of a deeper issue in football.",https://www.dw.com/en/bayern-munich-s-kim-min-jae-pushed-beyond-his-limit/a-72273074?maca=en-rss-en-all-1573-rdf,en
Germany: Teen's home searched over suspected ricin plot,N/A,DW (Germany),Germany,A teenager in eastern Germany is accused of producing the deadly biological warfare agent ricin in his family's attic. Police said the suspect remains at large.,https://www.dw.com/en/germany-teen-s-home-searched-over-suspected-ricin-plot/a-72272711?maca=en-rss-en-all-1573-rdf,en
Germany: Jet carrying at-risk Afghans stirs debate,N/A,DW (Germany),Germany,"A plane carrying scores of Afghan nationals deemed at risk of persecution by the Taliban has prompted a political wrangle in Germany, where an incoming government promises a tougher stance on migration.",https://www.dw.com/en/germany-jet-carrying-at-risk-afghans-stirs-debate/a-72272633?maca=en-rss-en-all-1573-rdf,en
Are endangered fungi not 'cute enough' to be saved?,N/A,DW (Germany),Germany,"Fungi might not have the best reputation but are essential for our survival. With many species at risk, scientists say it is up to humans to help them.",https://www.dw.com/en/are-endangered-fungi-not-cute-enough-to-be-saved/a-72252313?maca=en-rss-en-all-1573-rdf,en
Marine researchers reel in first footage of colossal squid,N/A,DW (Germany),Germany,"International researchers have caught on camera a deep-sea colossal squid living in its natural habitat for the first time. The creature, a juvenile spotted in the South Atlantic, was almost entirely transparent.",https://www.dw.com/en/marine-researchers-reel-in-first-footage-of-colossal-squid/a-72269909?maca=en-rss-en-all-1573-rdf,en
Rugby Australia accuses France of 'poaching' younger players,N/A,DW (Germany),Germany,"The move follows Top 14 club La Rochelle signing 16-year-old Queensland forward Visesio Kite earlier this year, with reports of 17-year-old rising star Heinz Lemoto also being targeted by wealthy French teams.",https://www.dw.com/en/rugby-australia-accuses-france-of-poaching-younger-players/a-72269652?maca=en-rss-en-all-1573-rdf,en
German firms eye Bangladesh amid US-China tariff war,N/A,DW (Germany),Germany,"Amid global tariff tensions, a high-level German delegation recently visited Bangladesh to explore closer trade ties.",https://www.dw.com/en/german-firms-eye-bangladesh-amid-us-china-tariff-war/a-72265541?maca=en-rss-en-all-1573-rdf,en
How Trump's trade war upends Germany's economic model,N/A,DW (Germany),Germany,"After Donald Trump unveiled his controversial list of countries targeted by steep punitive tariffs, the rules-based global trade order has been fundamentally shaken, with Germany scrambling to find its way.",https://www.dw.com/en/how-trump-s-trade-war-upends-germany-s-economic-model/a-72209820?maca=en-rss-en-all-1573-rdf,en
Why Brazil faces a water crisis,N/A,DW (Germany),Germany,"Brazil has been enduring severe water shortages, from the Amazon rainforest to the Pantanal wetlands. Here's what the South American country is getting wrong.",https://www.dw.com/en/why-brazil-faces-a-water-crisis/a-72243220?maca=en-rss-en-all-1573-rdf,en
EU tightens asylum rules with list of 7 safe countries,N/A,DW (Germany),Germany,"Brussels wants to accelerate asylum procedures with a list of safe countries of origin that includes countries like India, Bangladesh and Egypt.",https://www.dw.com/en/eu-tightens-asylum-rules-with-list-of-7-safe-countries/a-72261352?maca=en-rss-en-all-1573-rdf,en
UK Supreme Court: 'Woman' means biological female under law,N/A,DW (Germany),Germany,The top court has ruled that a transgender woman with a Gender Recognition Certificate identifying them as female is not considered a woman under UK's equality law. LGBTQ groups have condemned the ruling.,https://www.dw.com/en/uk-supreme-court-woman-means-biological-female-under-law/a-72259320?maca=en-rss-en-all-1573-rdf,en
Serhou Guirassy: Africa's Champions League record-breaker,N/A,DW (Germany),Germany,"Even though the Dortmund striker's hat-trick against Barcelona was in vain, the Guinean still made football history.",https://www.dw.com/en/serhou-guirassy-africa-s-champions-league-record-breaker/a-72258545?maca=en-rss-en-all-1573-rdf,en
What can Italy's PM Meloni achieve on her trip to the US?,N/A,DW (Germany),Germany,Italy's right-wing Prime Minister Giorgia Meloni is traveling to the US to meet Donald Trump. Tariffs are the big topic under discussion. Does Meloni speak for the EU — and what might she be able to achieve?,https://www.dw.com/en/what-can-italy-s-pm-meloni-achieve-on-her-trip-to-the-us/a-72256162?maca=en-rss-en-all-1573-rdf,en
Germany: Berlin doctor charged with 15 counts of murder,N/A,DW (Germany),Germany,Berlin prosecutors have filed charges against a palliative care physician on suspicion of multiple murders in overdosing his patients. The suspect allegedly set fire to some victims' apartments to cover up his crimes.,https://www.dw.com/en/germany-berlin-doctor-charged-with-15-counts-of-murder/a-72258548?maca=en-rss-en-all-1573-rdf,en
Germany's Scholz to meet Poland's Tusk in Warsaw visit,N/A,DW (Germany),Germany,The trip comes as center-left Scholz is expected to soon hand over his position as chancellor to conservative Friedrich Merz. German-Polish relations have faced challenges such as reparations during Scholz's term.,https://www.dw.com/en/germany-s-scholz-to-meet-poland-s-tusk-in-warsaw-visit/a-72257527?maca=en-rss-en-all-1573-rdf,en
War in Ukraine: Has Sumy attack destroyed all hope of peace?,N/A,DW (Germany),Germany,"The fronts have hardened in the war in Ukraine following the rocket attack on Sumy. The EU plans to send more arms to Kyiv, while the US has extended sanctions on Russia. Trump says he has new proposals to end the war.",https://www.dw.com/en/war-in-ukraine-has-sumy-attack-destroyed-all-hope-of-peace/a-72255392?maca=en-rss-en-all-1573-rdf,en
Cricket: 'Afghanistan women's history is starting again',N/A,DW (Germany),Germany,"After years of fighting, Afghanistan's women's cricket team has now won support from the sport's governing body. One exiled player told DW this marks a significant leap in a long, grueling battle.",https://www.dw.com/en/cricket-afghanistan-women-s-history-is-starting-again/a-72247796?maca=en-rss-en-all-1573-rdf,en
Trump tariff turmoil: Euro emerges as safe haven,N/A,DW (Germany),Germany,Investors are shifting away from the US dollar in response to Trump’s aggressive tariff policies and new confidence in the eurozone. Could this be the euro's moment to shine?,https://www.dw.com/en/trump-tariff-turmoil-euro-emerges-as-safe-haven/a-72216210?maca=en-rss-en-all-1573-rdf,en
Free money for all: Germany's universal basic income experiment,N/A,DW (Germany),Germany,One of the world's most extensive studies on unconditional basic income was held in Germany. What does the experiment reveal?,https://www.dw.com/en/free-money-for-all-germany-s-universal-basic-income-experiment/a-72223009?maca=en-rss-en-all-1573-rdf,en
Five percent of US cancers may be caused by medical imaging radiation,N/A,DW (Germany),Germany,"CT scans are vital for effectively diagnosing problems with bones, muscles, organs and blood vessels. But overuse could be the cause of 1 in 20 cancers, according to a US study.",https://www.dw.com/en/five-percent-of-us-cancers-may-be-caused-by-medical-imaging-radiation/a-72246798?maca=en-rss-en-all-1573-rdf,en
"Amid EU's hottest year cities face more floods, extreme heat",N/A,DW (Germany),Germany,"Europe saw its hottest year on record in 2024 — and the fallout was alarming. But there was also a flicker of hope, according to the EU's new Copernicus climate report.",https://www.dw.com/en/amid-eu-s-hottest-year-cities-face-more-floods-extreme-heat/a-72241614?maca=en-rss-en-all-1573-rdf,en
Is synthetic hair a health risk for Black women in the USA?,N/A,DW (Germany),Germany,"How safe are braids and synthetic hair extensions? Consumer investigations in the United States have raised concerns, claiming to have detected cancer-causing agents in all products tested.",https://www.dw.com/en/is-synthetic-hair-a-health-risk-for-black-women-in-the-usa/a-72235862?maca=en-rss-en-all-1573-rdf,en
Concern grows over how far oil prices could plunge amid trade war shock,N/A,DW (Germany),Germany,It's been a dramatic few days on global oil markets. Trump's tariffs and a shock move by OPEC have fueled concerns among many major oil producers — not least Russia.,https://www.dw.com/en/concern-grows-over-how-far-oil-prices-could-plunge-amid-trade-war-shock/a-72215273?maca=en-rss-en-all-1573-rdf,en
German cartel office clears UniCredit stake in Commerzbank,N/A,DW (Germany),Germany,"Germany's antitrust authorities have approved UniCredit's plans to buy a major stake in Commerzbank but the federal government continues to say the Italian lender's approach amounts to a ""hostile takeover.""",https://www.dw.com/en/german-cartel-office-clears-unicredit-stake-in-commerzbank/a-72239497?maca=en-rss-en-all-1573-rdf,en
US remains by far the top market for German exports,N/A,DW (Germany),Germany,"Germany exports more goods to the US than to any other country in the world. While trade ties remain robust, Trump's tariff policies pose a major challenge.",https://www.dw.com/en/us-remains-by-far-the-top-market-for-german-exports/a-72237171?maca=en-rss-en-all-1573-rdf,en
Psychoactive drug pollution makes fish less risk-averse,N/A,DW (Germany),Germany,"Clobazam, an anti-anxiety drug, is polluting our waterways. A Swedish study found traces of the drug had altered the way wild Atlantic salmon migrate.",https://www.dw.com/en/psychoactive-drug-pollution-makes-fish-less-risk-averse/a-72201626?maca=en-rss-en-all-1573-rdf,en
Nobel literature prize winner Mario Vargas Llosa dies,N/A,DW (Germany),Germany,"Peruvian author Mario Vargas Llosa, who wrote more than 30 novels including ""The Time of the Hero,"" was one of Latin America's most significant novelists.",https://www.dw.com/en/nobel-literature-prize-winner-mario-vargas-llosa-dies/a-72234872?maca=en-rss-en-all-1573-rdf,en
Is our mindset blocking climate action?,N/A,DW (Germany),Germany,Smoking once symbolized status. Then science and health campaigns changed minds. UN experts say the same deep shift in thinking is key to solving the climate crisis.,https://www.dw.com/en/is-our-mindset-blocking-climate-action/a-72179399?maca=en-rss-en-all-1573-rdf,en
Berlin building boom on the horizon?,N/A,DW (Germany),Germany,Germany's incoming coalition government has announced plans to boost housing construction to help ease the desperate shortage of affordable homes. That's good news for those seeking to build in the capital Berlin.,https://www.dw.com/en/berlin-building-boom-on-the-horizon/a-72212980?maca=en-rss-en-all-1573-rdf,en
Firefighters tackle several wildfires in western Germany,N/A,DW (Germany),Germany,"The forest fires in North Rhine-Westphalia, Germany's most populous state, come after weeks of unusually dry weather.",https://www.dw.com/en/firefighters-tackle-several-wildfires-in-western-germany/a-72230355?maca=en-rss-en-all-1573-rdf,en
Tear gas attack at Hamburg's Miniatur Wunderland injures 46,N/A,DW (Germany),Germany,"More than 1,000 visitors to the Miniatur Wunderland tourist attraction, which is home to what is believed to be the world's largest model railway, had to be evacuated. It was unclear who was behind the suspected attack.",https://www.dw.com/en/tear-gas-attack-at-hamburg-s-miniatur-wunderland-injures-46/a-72230286?maca=en-rss-en-all-1573-rdf,en
"US tariffs could be a boon for Turkey, exporters say",N/A,DW (Germany),Germany,Turkish businesses hope to capitalize on the relatively lenient new US tariffs on their country to raise their profile and increase exports.,https://www.dw.com/en/us-tariffs-could-be-a-boon-for-turkey-exporters-say/a-72229697?maca=en-rss-en-all-1573-rdf,en
Germany continues search for last living Nazi criminals,N/A,DW (Germany),Germany,"Eighty years after the end of World War II, time is running out for the criminal prosecution of aging Nazi perpetrators. Could Germany have done more?",https://www.dw.com/en/germany-continues-search-for-last-living-nazi-criminals/a-72228147?maca=en-rss-en-all-1573-rdf,en
Germany: No return to compulsory military service,N/A,DW (Germany),Germany,"The Bundeswehr urgently needs to recruit and that has triggered a debate on a possible return to conscription. However, the military profession is struggling to attract young people.",https://www.dw.com/en/germany-no-return-to-compulsory-military-service/a-72213817?maca=en-rss-en-all-1573-rdf,en
Shipping nations agree on historic greenhouse gas tax,N/A,DW (Germany),Germany,"From 2027, all ships are required to use less CO2 emitting fuels, or face penalties. It is aimed at forcing the industry to lower its carbon footprint and not everyone is happy with the deal.",https://www.dw.com/en/shipping-nations-agree-on-historic-greenhouse-gas-tax/a-72222753?maca=en-rss-en-all-1573-rdf,en
US: RFK Jr. says there is an 'autism epidemic.' Is it true?,N/A,DW (Germany),Germany,"The US health secretary wants to find out what's causing an ""autism epidemic"" by September. Autism advocates and scientists alike are skeptical about his goals. Are autism rates really on the rise? And if so, why?",https://www.dw.com/en/us-rfk-jr-says-there-is-an-autism-epidemic-is-it-true/a-72219393?maca=en-rss-en-all-1573-rdf,en
Will the new German government fix the economy?,N/A,DW (Germany),Germany,Germany's economy is in the doldrums. The new government wants to change this. But leading economists are skeptical about whether they have found the right recipe.,https://www.dw.com/en/will-the-new-german-government-fix-the-economy/a-72214250?maca=en-rss-en-all-1573-rdf,en
"Trump tariffs: Will trade war hasten US, China decoupling?",N/A,DW (Germany),Germany,"As tit-for-tat tariffs escalate between Washington and Beijing, the cracks between the world's two biggest economies are growing deeper.",https://www.dw.com/en/trump-tariffs-will-trade-war-hasten-us-china-decoupling/a-72215811?maca=en-rss-en-all-1573-rdf,en
Coal: What's the big deal?,N/A,DW (Germany),Germany,"Coal has fueled industrialization — and climate change. Some countries are well into phasing it out, but US President Donald Trump wants to boost production. Here's why this is not a good idea.",https://www.dw.com/en/coal-what-s-the-big-deal/a-72199625?maca=en-rss-en-all-1573-rdf,en
Susan Sontag and the US under Trump,N/A,DW (Germany),Germany,"Donald Trump's culture war has only just begun. What would American icon, Susan Sontag, have said about this? The thinker, who died in 2004, always intervened in political debates with a sharp tongue.",https://www.dw.com/en/susan-sontag-and-the-us-under-trump/a-72196637?maca=en-rss-en-all-1573-rdf,en
Germany's new government makes sport a top priority,N/A,DW (Germany),Germany,"For the first time, a minister of state is to be specifically responsible for sport in Germany's new government. What difference will this really make?",https://www.dw.com/en/germany-s-new-government-makes-sport-a-top-priority/a-72212369?maca=en-rss-en-all-1573-rdf,en
Trump tariffs on hold — except China: What happens next?,N/A,DW (Germany),Germany,Stock markets remain turbulent as rising tariffs on Chinese and US exports wipe out bilateral trade. How could the trade war now play out?,https://www.dw.com/en/trump-tariffs-on-hold-except-china-what-happens-next/a-72194910?maca=en-rss-en-all-1573-rdf,en
"Trump tariffs drive China, EU to diversify trade",N/A,DW (Germany),Germany,"Faced with steep US tariffs, China and the EU are racing to find new trade partners. But with crowded global markets, is Europe again at risk of becoming the world's dumping ground for cheap goods?",https://www.dw.com/en/trump-tariffs-drive-china-eu-to-diversify-trade/a-72176478?maca=en-rss-en-all-1573-rdf,en
"Josephine Baker: Dancer, activist and spy against the Nazis",N/A,DW (Germany),Germany,"In the 50 years since Josephine Baker's death, her unique artistry and life-long civil rights struggle has continued to inspire generations.",https://www.dw.com/en/josephine-baker-dancer-activist-and-spy-against-the-nazis/a-56220683?maca=en-rss-en-all-1573-rdf,en
Buchenwald: A warning against the dangers of extremism,N/A,DW (Germany),Germany,"Buchenwald, one of the largest Nazi concentration camps on German soil, was liberated 80 years ago on April 11, 1945. What role can remembrance of the Holocaust play amid the current resurgence of far-right extremism?",https://www.dw.com/en/buchenwald-a-warning-against-the-dangers-of-extremism/a-72106652?maca=en-rss-en-all-1573-rdf,en
Trump tariffs: US to charge 145% on Chinese goods,N/A,DW (Germany),Germany,"The overall US tariff rate on Chinese imports has risen to 145% according to the White House. Meanwhile, the EU has agreed to hold off on its own counter-tariffs. Follow DW for more.",https://www.dw.com/en/trump-tariffs-us-to-charge-145-on-chinese-goods/live-72194124?maca=en-rss-en-all-1573-rdf,en
New German government to abolish 3-year citizenship path,N/A,DW (Germany),Germany,The incoming coalition of Conservatives and Social Democrats wants to end a fast-track path to citizenship. Dual citizenship will remain.,https://www.dw.com/en/new-german-government-to-abolish-3-year-citizenship-path/a-72202030?maca=en-rss-en-all-1573-rdf,en
